"id"	"part"	"text.id"	"spk.ref"	"speaker.id"	"gender"	"age.exact"	"age"	"dialect.of.english"	"dialect.state"	"current.state"	"ed.level"	"ed.years"	"occupation"	"ethnicity"	"speech.unit.count"	"word.count"
"201"	3	"sbc037"	"dolores"	"0129"	"female"	"56"	"50+"	"mercedes"	"texas"	"texas"	"college or higher"	"16"	"active in local politics"	"chicano/latino"	176	1327
"202"	3	"sbc037"	"env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	8
"203"	3	"sbc037"	"julia"	"0131"	"female"	"80"	"50+"	"mercedes"	"texas"	"texas"	"high school or lower"	"5"	"homemaker"	"chicano/latino"	189	1000
"204"	3	"sbc037"	"kate"	"0132"	"female"	"20"	"19-25"	"corpus christi"	"texas"	"texas"	"college or higher"	"14"	"student"	"chicano/latino"	25	116
"205"	3	"sbc037"	"shane"	"0130"	"male"	"26"	"26-33"	"corpus christi"	"texas"	"texas"	"college or higher"	"20"	"student"	"chicano/latino"	131	531
"206"	3	"sbc038"	"aud"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53	334
"207"	3	"sbc038"	"aud_2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	8
"208"	3	"sbc038"	"ben"	"0133"	"male"	"74"	"50+"	"colorado springs"	"colorado"	"nevada"	"college or higher"	"16"	"civil engineer"	"white"	61	3369
"209"	3	"sbc038"	"env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	9
"210"	3	"sbc039"	"alice"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	28
"211"	3	"sbc039"	"amy"	"0135"	"female"	"?"	NA	"?"	NA	NA	"?"	"?"	"?"	NA	61	274
"212"	3	"sbc039"	"don"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77	203
"213"	3	"sbc039"	"env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
"214"	3	"sbc039"	"kirsten"	"0134"	"female"	"29"	"26-33"	"holland (michigan)"	"michigan"	"illinois"	"college or higher"	"16"	"education"	"white"	222	3318
"215"	3	"sbc039"	"lori"	"0137"	"female"	"?"	NA	"?"	NA	NA	"?"	"?"	"?"	NA	133	368
"216"	3	"sbc039"	"nicole"	"0138"	"female"	"?"	NA	"?"	NA	NA	"?"	"?"	"?"	NA	64	130
"217"	3	"sbc040"	"aud"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	76
"218"	3	"sbc040"	"debra"	"0140"	"female"	"30"	"26-33"	"louisville"	"kentucky"	"kentucky"	"college or higher"	"16"	"horse park employee"	"white"	17	3816
"219"	3	"sbc040"	"many"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	0
"220"	3	"sbc041"	"env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
"221"	3	"sbc041"	"kristin"	"0141"	"female"	"35"	"34-41"	"cleveland/san francisco"	"california/ohio"	"california"	"college or higher"	"18"	"nutritionist"	"white"	165	2330
"222"	3	"sbc041"	"paige"	"0142"	"female"	"37"	"34-41"	"general america"	NA	"california"	"college or higher"	"20"	"student"	"white"	165	733
"223"	3	"sbc042"	"curt"	"0147"	"male"	"56"	"50+"	"detroit"	"michigan"	"washington"	"college or higher"	"13"	"contract"	"white"	32	241
"224"	3	"sbc042"	"env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	2
"225"	3	"sbc042"	"gemini"	"0148"	"female"	"17"	"0-18"	"?"	NA	"washington"	"high school or lower"	"11"	"student"	"asian-american"	29	143
"226"	3	"sbc042"	"kendra"	"0143"	"female"	"15"	"0-18"	"tri-cities"	"washington"	"washington"	"high school or lower"	"10"	"student"	"white"	45	527
"227"	3	"sbc042"	"kitty"	"0146"	"female"	"41"	"34-41"	"chicago"	"illinois"	"washington"	"college or higher"	"13"	"secretary"	"white"	126	1150
"228"	3	"sbc042"	"marlena"	"0145"	"female"	"13"	"0-18"	"tri-cities"	"washington"	"washington"	"high school or lower"	"8"	"student"	"white"	17	49
"229"	3	"sbc042"	"sabrina"	"0144"	"female"	"18"	"0-18"	"tri-cities"	"washington"	"washington"	"high school or lower"	"11"	"student"	"white"	101	581
"230"	3	"sbc043"	"alice"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	259	2909
"231"	3	"sbc043"	"annette"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	259	3262
"232"	3	"sbc044"	"cam"	"0151"	"male"	"30"	"26-33"	"beloit"	"wisconsin"	"wisconsin"	"college or higher"	"16"	"network administrator"	"white"	168	1085
"233"	3	"sbc044"	"env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0
"234"	3	"sbc044"	"lajuan"	"0152"	"male"	"35"	"34-41"	"indianapolis"	"indiana"	"wisconsin"	"college or higher"	"16"	"retail management"	"african-american"	170	5231
"235"	3	"sbc045"	"corinna"	"0154"	"female"	"26"	"26-33"	"jamesville"	"wisconsin"	"wisconsin"	"college or higher"	"13"	"student"	"native american"	170	2143
"236"	3	"sbc045"	"env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	26
"237"	3	"sbc045"	"patrick"	"0153"	"male"	"25"	"19-25"	"milwaukee"	"wisconsin"	"wisconsin"	"college or higher"	"16"	"customer service"	"white"	188	2091
"238"	4	"sbc046"	"darren"	"0156"	"male"	"24"	"19-25"	"shreveport"	"louisiana"	"louisiana"	"college or higher"	"16"	"student/waiter"	"white"	116	868
"239"	4	"sbc046"	"env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0
"240"	4	"sbc046"	"reed"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	118	2107
"241"	4	"sbc046"	"sally"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	12
"242"	4	"sbc047"	"fred"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	206	1213
"243"	4	"sbc047"	"richard"	"0158"	"male"	"32"	"26-33"	"east los angeles"	"california"	"california"	"high school or lower"	"12"	"car salesman"	"chicano/latino"	206	3018
"244"	4	"sbc048"	"dan"	"0163"	"male"	"36"	"34-41"	"boston"	"massachusetts"	"massachusetts"	"college or higher"	"?"	"student"	"white"	87	224
"245"	4	"sbc048"	"env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0
"246"	4	"sbc048"	"judy"	"0162"	"female"	"28"	"26-33"	"fresno"	"california"	"california"	"college or higher"	"19"	"grad student"	"white"	235	767
"247"	4	"sbc048"	"lea"	"0160"	"female"	"55"	"50+"	"fresno"	"california"	"california"	"college or higher"	"15"	"homemaker"	"white"	242	1073
"248"	4	"sbc048"	"tim"	"0161"	"male"	"60"	"50+"	"akron"	"ohio"	"california"	"college or higher"	"15"	"administrative job"	"white"	150	645
"249"	4	"sbc049"	"allen"	"0170"	"male"	"76"	"50+"	"boston"	"massachusetts"	"massachusetts"	"high school or lower"	"10"	"retired printer"	"white"	29	173
"250"	4	"sbc049"	"annette"	"0165"	"female"	"44"	"42-49"	"boston"	"massachusetts"	"massachusetts"	"college or higher"	"?"	"personnel recruiter"	"white"	61	212
"251"	4	"sbc049"	"dan"	"0163"	"male"	"36"	"34-41"	"boston"	"massachusetts"	"massachusetts"	"college or higher"	"?"	"student"	"white"	136	963
"252"	4	"sbc049"	"dave"	"0171"	"male"	"15"	"0-18"	"boston"	"massachusetts"	"massachusetts"	"?"	"?"	"high-school student"	"white"	19	117
"253"	4	"sbc049"	"env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1
"254"	4	"sbc049"	"glen"	"0173"	"male"	"15"	"0-18"	"boston"	"massachusetts"	"massachusetts"	"?"	"?"	"high-school student"	"white"	1	4
"255"	4	"sbc049"	"jane"	"0172"	"female"	"11"	"0-18"	"boston"	"massachusetts"	"massachusetts"	"?"	"?"	"grade-school student"	"white"	2	3
"256"	4	"sbc049"	"john"	"0164"	"male"	"53"	"50+"	"boston"	"massachusetts"	"massachusetts"	"high school or lower"	"12"	"computer operations"	"white"	116	667
"257"	4	"sbc049"	"linda"	"0169"	"female"	"42"	"42-49"	"boston"	"massachusetts"	"massachusetts"	"college or higher"	"?"	"esl teacher"	"white"	45	131
"258"	4	"sbc049"	"lucy"	"0167"	"female"	"47"	"42-49"	"boston"	"massachusetts"	"massachusetts"	"?"	"?"	"secretary/graphic artist"	"white"	259	2247
"259"	4	"sbc050"	"arianna"	"0177"	"female"	"21"	"19-25"	"new england"	"vermont"	"vermont"	"college or higher"	"15"	"student"	"white"	115	945
"260"	4	"sbc050"	"dana"	"0174"	"female"	"20"	"19-25"	"newton"	"massachusetts"	"massachusetts"	"college or higher"	"14"	"student"	"white"	180	885
"261"	4	"sbc050"	"kelly"	"0175"	"female"	"20"	"19-25"	"?"	NA	"vermont"	"college or higher"	"14"	"student"	"white"	124	752
"262"	4	"sbc050"	"nancy"	"0176"	"female"	"21"	"19-25"	"new england"	"vermont"	"vermont"	"college or higher"	"15"	"student"	"white"	96	461
"263"	4	"sbc051"	"alice"	"0179"	"female"	"47"	"42-49"	"philadelphia"	"pennsylvania"	"california"	"doctoral degree"	"?"	"attorney"	"white"	195	998
"264"	4	"sbc051"	"bernard"	"0181"	"male"	"51"	"50+"	"san gabriel valley"	"california"	"california"	"college or higher"	"16"	"gardener/artist"	"white"	156	690
"265"	4	"sbc051"	"env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	0
"266"	4	"sbc051"	"fran"	"0178"	"female"	"50"	"50+"	"new orleans"	"louisiana"	"new york"	"college or higher"	"16"	"artist/retired accountant"	"white"	303	2680
"267"	4	"sbc051"	"sean"	"0180"	"male"	"49"	"42-49"	"denver"	"colorado"	"california"	"college or higher"	"12"	"artist/painter"	"white"	193	910
"268"	4	"sbc052"	"andrew"	"0182"	"male"	"47"	"42-49"	"san antonio"	"texas"	"new mexico"	"college or higher"	"18"	"data management"	"white"	197	1329
"269"	4	"sbc052"	"brenda"	"0184"	"female"	"45"	"42-49"	"san antonio"	"texas"	"texas"	"college or higher"	"12"	"housewife"	"white"	9	45
"270"	4	"sbc052"	"cindy"	"0183"	"female"	"47"	"42-49"	"northwest"	"montana"	"new mexico"	"college or higher"	"13"	"homemaker"	"white"	152	1079
"271"	4	"sbc052"	"darlene"	"0185"	"female"	"44"	"42-49"	"san antonio"	"texas"	"texas"	"high school or lower"	"12"	"retail"	"white"	266	2978
"272"	4	"sbc052"	"env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	0
"273"	4	"sbc053"	"bailiff"	"0187"	"male"	"?"	NA	"?"	NA	"california"	"?"	"?"	"bailiff"	NA	12	86
"274"	4	"sbc053"	"judge"	"0186"	"male"	"53"	"50+"	"st. louis"	"missouri"	"california"	"doctoral degree"	"21"	"attorney"	"white"	105	1257
"275"	4	"sbc053"	"karen"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	184
"276"	4	"sbc053"	"mark"	"0192"	"male"	"?"	NA	"?"	NA	"california"	"?"	"?"	"?"	NA	6	162
"277"	4	"sbc053"	"matthew"	"0190"	"male"	"49"	"42-49"	"orange county"	"california"	"california"	"high school or lower"	"13"	"contractor"	"white"	25	634
"278"	4	"sbc053"	"mitchell"	"0189"	"male"	"33"	"26-33"	"santa barbara"	"california"	"california"	"high school or lower"	"12"	"contractor"	"white"	57	1091
"279"	4	"sbc053"	"radio"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2
"280"	4	"sbc053"	"rose"	"0188"	"female"	"?"	NA	"?"	"california"	NA	"?"	"?"	"?"	NA	33	204
"281"	4	"sbc054"	"aud"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	2
"282"	4	"sbc054"	"aud_2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1
"283"	4	"sbc054"	"aud_3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
"284"	4	"sbc054"	"cynthia"	"0193"	"female"	"47"	"42-49"	"chicago"	"illinois"	"illinois"	"college or higher"	"18"	"storyteller/teacher/writer"	"white"	69	2596
"285"	4	"sbc054"	"many"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	72
"286"	4	"sbc055"	"aud"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	52
"287"	4	"sbc055"	"aud_2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	17
"288"	4	"sbc055"	"many"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	0
"289"	4	"sbc055"	"perrot"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	337
"290"	4	"sbc055"	"wood"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49	2535
"291"	4	"sbc056"	"deb"	"0201"	"female"	"?"	NA	"?"	NA	"colorado"	"?"	"?"	"?"	NA	3	5
"292"	4	"sbc056"	"env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0
"293"	4	"sbc056"	"gary"	"0196"	"male"	"41"	"34-41"	"?"	"california/virginia"	"colorado"	"college or higher"	"19"	"military officer"	"white"	275	1067
"294"	4	"sbc056"	"horse"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
"295"	4	"sbc056"	"jackie"	"0200"	"female"	"?"	NA	"?"	NA	"colorado"	"?"	"?"	"?"	NA	48	166
"296"	4	"sbc056"	"julie"	"0198"	"female"	"?"	NA	"?"	NA	"colorado"	"?"	"?"	"?"	NA	320	5234
"297"	4	"sbc056"	"karen"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	96
"298"	4	"sbc056"	"matt"	"0197"	"male"	"42"	"42-49"	"falls church/albuquerque"	"new mexico/virginia"	"california"	"doctoral degree"	"24"	"professor"	"white"	18	49
"299"	4	"sbc057"	"benton"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	84
"300"	4	"sbc057"	"bill"	"0203"	"male"	"22"	"19-25"	"shreveport"	"louisiana"	"louisiana"	"college or higher"	"?"	"waiter"	"white"	42	61
"301"	4	"sbc057"	"darren"	"0156"	"male"	"24"	"19-25"	"shreveport"	"louisiana"	"louisiana"	"college or higher"	"16"	"student/waiter"	"white"	41	128
"302"	4	"sbc057"	"jed"	"0204"	"male"	"37"	"34-41"	"shreveport"	"louisiana"	"louisiana"	"doctoral degree"	"?"	"psychologist"	NA	32	594
"303"	4	"sbc057"	"martin"	"0205"	"male"	"37"	"34-41"	"southern"	"florida"	"louisiana"	"college or higher"	"16"	"aircraft mechanic/photographer"	"white"	2	10
"304"	4	"sbc057"	"nick"	"0202"	"male"	"37"	"34-41"	"shreveport"	"louisiana"	"louisiana"	"college or higher"	"?"	"plumber/judo instructor"	"white"	149	2695
"305"	4	"sbc058"	"env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	2
"306"	4	"sbc058"	"sheri"	"0207"	"female"	"37"	"34-41"	"palo alto"	"california"	"idaho"	"college or higher"	"?"	"mother/student"	"white"	229	2280
"307"	4	"sbc058"	"steven"	"0208"	"male"	"11"	"0-18"	"boise"	"idaho"	"idaho"	"high school or lower"	"?"	"student"	"white"	221	1283
"308"	4	"sbc059"	"cam"	"0151"	"male"	"30"	"26-33"	"beloit"	"wisconsin"	"wisconsin"	"college or higher"	"16"	"network administrator"	"white"	236	2103
"309"	4	"sbc059"	"dog"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7
"310"	4	"sbc059"	"env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3
"311"	4	"sbc059"	"fred"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	145	1149
"312"	4	"sbc059"	"wess"	"0211"	"male"	"71"	"50+"	"beloit"	"wisconsin"	"wisconsin"	"high school or lower"	"12"	"rural carrier"	"white"	305	3205
"313"	4	"sbc060"	"alan"	"0213"	"male"	"66"	"50+"	"shreveport"	"louisiana"	"louisiana"	"college or higher"	"?"	"investments"	"white"	89	3684
"314"	4	"sbc060"	"jon"	"0212"	"male"	"72"	"50+"	"shreveport"	"louisiana"	"louisiana"	"college or higher"	"?"	"business owner"	"white"	89	350
