"id"	"id.orig"	"file.speaker.id"	"text.id"	"subfile.id"	"spk.ref"	"sex"	"age"	"ethnicity"	"occupation"	"speech.unit.count"	"word.count"
225	225	"<S1A-088#1:A>"	"S1A088"	"1"	"A"	"female"	"20-24"	"Maori"	"Lecturer"	156	1053
226	226	"<S1A-088#1:B>"	"S1A088"	"1"	"B"	"female"	"20-24"	"Maori/Pakeha"	"Administration Assistant"	183	1425
227	227	"<S1A-089#1:A>"	"S1A089"	"1"	"A"	"male"	"16-19"	"Maori"	NA	167	920
228	228	"<S1A-089#1:B>"	"S1A089"	"1"	"B"	"male"	"16-19"	"Maori"	NA	188	1299
229	229	"<S1A-090#1:L>"	"S1A090"	"1"	"L"	"female"	"30-34"	"Maori"	"Primary Teacher"	150	1452
230	230	"<S1A-090#1:Q>"	"S1A090"	"1"	"Q"	"female"	"40-44"	"Maori"	"Policy Manager"	159	1233
231	231	"<S1A-091#1:A>"	"S1A091"	"1"	"A"	"female"	"35-39"	"Pakeha"	"Student Support Person"	160	1005
232	232	"<S1A-091#1:B>"	"S1A091"	"1"	"B"	"female"	"45-49"	"Pakeha"	"Teacher"	105	846
233	233	"<S1A-092#1:A>"	"S1A092"	"1"	"A"	"female"	"20-24"	"Pakeha"	"P/T Shop Assistant"	158	1209
234	234	"<S1A-092#1:B>"	"S1A092"	"1"	"B"	"female"	"20-24"	"Pakeha"	NA	118	694
235	235	"<S1A-093#1:P>"	"S1A093"	"1"	"P"	"male"	"16-19"	"Pakeha"	"Student"	182	1692
236	236	"<S1A-093#1:S>"	"S1A093"	"1"	"S"	"male"	"16-19"	"Pakeha"	"Student"	98	258
237	237	"<S1A-094#1:A>"	"S1A094"	"1"	"A"	"female"	"16-19"	"Pakeha"	"Shop Assistant"	148	1490
238	238	"<S1A-094#1:B>"	"S1A094"	"1"	"B"	"female"	"20-24"	"Pakeha"	NA	124	382
239	239	"<S1A-095#1:B>"	"S1A095"	"1"	"B"	"female"	"16-19"	"Pakeha"	"Shop Assistant"	103	585
240	240	"<S1A-095#1:M>"	"S1A095"	"1"	"M"	"female"	"20-24"	"Pakeha"	NA	175	1470
241	241	"<S1A-096#1:A>"	"S1A096"	"1"	"A"	"female"	"20-24"	"Pakeha"	"Student"	176	1492
242	242	"<S1A-096#1:B>"	"S1A096"	"1"	"B"	"female"	"20-24"	"Pakeha"	"Temp"	162	813
243	243	"<S1A-097#1:G>"	"S1A097"	"1"	"G"	"male"	"40-44"	"Maori"	"Delivery Contractor"	181	1159
244	244	"<S1A-097#1:N>"	"S1A097"	"1"	"N"	"female"	"35-39"	"Pakeha"	"Lecturer"	185	1014
245	245	"<S1A-098#1:D>"	"S1A098"	"1"	"D"	"female"	"35-39"	"Pakeha"	"Lecturer"	126	812
246	246	"<S1A-098#1:M>"	"S1A098"	"1"	"M"	"female"	"65-69"	"Pakeha"	NA	188	1398
247	247	"<S1A-099#1:J>"	"S1A099"	"1"	"J"	"female"	"40-44"	"Pakeha"	"Lecturer College of Education"	145	911
248	248	"<S1A-099#1:P>"	"S1A099"	"1"	"P"	"female"	"45-49"	"Pakeha"	"Choreographer"	131	1251
249	249	"<S1A-100#1:M>"	"S1A100"	"1"	"M"	"female"	"40-44"	"Pakeha"	"Teacher"	156	952
250	250	"<S1A-100#1:O>"	"S1A100"	"1"	"O"	"female"	NA	"Pakeha"	NA	161	1482
251	251	"<S1B-001#1:?>"	"S1B001"	"1"	"?"	NA	NA	NA	NA	2	3
252	252	"<S1B-001#1:A>"	"S1B001"	"1"	"A"	"male"	"20-24"	"Pakeha"	"Kitchenhand/Student"	30	98
253	253	"<S1B-001#1:B>"	"S1B001"	"1"	"B"	"male"	"16-19"	"Pakeha"	"Tutor/Student"	26	99
254	254	"<S1B-001#1:C>"	"S1B001"	"1"	"C"	"male"	"20-24"	"Pakeha"	"P/T Pool Attendant/Student"	28	155
255	255	"<S1B-001#1:E>"	"S1B001"	"1"	"E"	"female"	"16-19"	"Pakeha"	"Gymnastics Coach/Student"	28	156
256	256	"<S1B-001#1:G>"	"S1B001"	"1"	"G"	"male"	"20-24"	"Pakeha"	"Student"	21	81
257	257	"<S1B-001#1:M>"	"S1B001"	"1"	"M"	"male"	"20-24"	"Pakeha"	"Baker/Student"	21	70
258	258	"<S1B-001#1:T>"	"S1B001"	"1"	"T"	"female"	"45-49"	"Pakeha"	"Lecturer"	292	2205
259	259	"<S1B-001#1:X>"	"S1B001"	"1"	"X"	"male"	NA	NA	NA	2	0
260	260	"<S1B-002#1:?>"	"S1B002"	"1"	"?"	NA	NA	NA	NA	13	14
261	261	"<S1B-002#1:B>"	"S1B002"	"1"	"B"	"female"	"35-39"	"Cook Island Maori"	"Student"	5	36
262	262	"<S1B-002#1:L>"	"S1B002"	"1"	"L"	"female"	"20-24"	"Pakeha"	"PR Office Assistant"	77	484
263	263	"<S1B-002#1:M>"	"S1B002"	"1"	"M"	"male"	"20-24"	"Maori/Samoan"	"Clerk/Cleaner/Student"	13	94
264	264	"<S1B-002#1:R>"	"S1B002"	"1"	"R"	"female"	"20-24"	"Pakeha"	"Waitress/Student"	1	1
265	265	"<S1B-002#1:S>"	"S1B002"	"1"	"S"	"female"	"40-44"	"Pakeha"	"Restauranteur"	44	382
266	266	"<S1B-002#1:T>"	"S1B002"	"1"	"T"	"male"	"55-59"	"Pakeha"	"Lecturer"	104	842
267	267	"<S1B-002#1:V>"	"S1B002"	"1"	"V"	"male"	"16-19"	"Pakeha"	"Student"	10	56
268	268	"<S1B-002#1:X>"	"S1B002"	"1"	"X"	"female"	NA	NA	NA	34	4
269	269	"<S1B-003#1:?>"	"S1B003"	"1"	"?"	NA	NA	NA	NA	8	7
270	270	"<S1B-003#1:H>"	"S1B003"	"1"	"H"	"female"	"50-54"	"Pakeha"	"Student"	62	366
271	271	"<S1B-003#1:J>"	"S1B003"	"1"	"J"	"male"	"20-24"	"Pakeha"	"Actor/Arts Administrator/Student"	9	64
272	272	"<S1B-003#1:P>"	"S1B003"	"1"	"P"	"male"	"20-24"	"Pakeha"	"Student"	17	176
273	273	"<S1B-003#1:R>"	"S1B003"	"1"	"R"	"male"	"20-24"	"Pakeha"	"P/T Barman/Student"	24	274
274	274	"<S1B-003#1:S>"	"S1B003"	"1"	"S"	"male"	"16-19"	"Pakeha"	"Student"	13	111
275	275	"<S1B-003#1:T>"	"S1B003"	"1"	"T"	"male"	"45-49"	"Pakeha"	"Lecturer"	126	1073
276	276	"<S1B-003#1:X>"	"S1B003"	"1"	"X"	"female"	NA	NA	NA	4	10
277	277	"<S1B-003#1:Y>"	"S1B003"	"1"	"Y"	"female"	NA	NA	NA	22	10
278	278	"<S1B-004#1:?>"	"S1B004"	"1"	"?"	NA	NA	NA	NA	4	1
279	279	"<S1B-004#1:B>"	"S1B004"	"1"	"B"	"female"	"20-24"	"Pakeha"	"Distributor/Student"	5	30
280	280	"<S1B-004#1:C>"	"S1B004"	"1"	"C"	"male"	"20-24"	"Pakeha"	"Student"	3	20
281	281	"<S1B-004#1:D>"	"S1B004"	"1"	"D"	"male"	"30-34"	"Pakeha"	"Student"	39	402
282	282	"<S1B-004#1:H>"	"S1B004"	"1"	"H"	"female"	"20-24"	"Pakeha"	"Cleaner/Student"	10	64
283	283	"<S1B-004#1:J>"	"S1B004"	"1"	"J"	"female"	"20-24"	"Pakeha"	"Barmaid/Student"	5	59
284	284	"<S1B-004#1:K>"	"S1B004"	"1"	"K"	"female"	"20-24"	"Pakeha"	"Telephonist/Student"	11	88
285	285	"<S1B-004#1:L>"	"S1B004"	"1"	"L"	"female"	"45-49"	"Pakeha"	"Student"	2	39
286	286	"<S1B-004#1:N>"	"S1B004"	"1"	"N"	"female"	"20-24"	"Pakeha"	"Student"	17	188
287	287	"<S1B-004#1:T>"	"S1B004"	"1"	"T"	"female"	"40-44"	"Pakeha"	"Lecturer"	100	1330
288	288	"<S1B-005#1:?>"	"S1B005"	"1"	"?"	NA	NA	NA	NA	11	29
289	289	"<S1B-005#1:D>"	"S1B005"	"1"	"D"	"female"	"30-34"	"Pakeha"	",Teacher"	9	123
290	290	"<S1B-005#1:E>"	"S1B005"	"1"	"E"	"male"	"20-24"	"Samoan/Dutch"	"Student"	7	102
291	291	"<S1B-005#1:L>"	"S1B005"	"1"	"L"	"female"	"20-24"	"Samoan"	"Student"	6	109
292	292	"<S1B-005#1:M>"	"S1B005"	"1"	"M"	"female"	"35-39"	"Maori/Spanish"	"Shop Assistant/Student"	1	10
293	293	"<S1B-005#1:N>"	"S1B005"	"1"	"N"	"female"	"20-24"	"Pakeha"	"P/T Cinema Attendant/Student"	4	49
294	294	"<S1B-005#1:O>"	"S1B005"	"1"	"O"	"female"	"50-54"	"Pakeha"	"Primary Relieving Teacher"	8	32
295	295	"<S1B-005#1:T>"	"S1B005"	"1"	"T"	"female"	"30-34"	"Maori"	"Lecturer"	113	1645
296	296	"<S1B-005#1:V>"	"S1B005"	"1"	"V"	"male"	"20-24"	"Pakeha"	"Anglican Youth Worker"	9	58
297	297	"<S1B-005#1:X>"	"S1B005"	"1"	"X"	"female"	NA	NA	NA	3	0
298	298	"<S1B-005#1:Y>"	"S1B005"	"1"	"Y"	"female"	NA	NA	NA	2	0
299	299	"<S1B-006#1:?>"	"S1B006"	"1"	"?"	NA	NA	NA	NA	7	1
300	300	"<S1B-006#1:A>"	"S1B006"	"1"	"A"	"male"	"20-24"	"Pakeha"	"Political Researcher"	53	549
301	301	"<S1B-006#1:G>"	"S1B006"	"1"	"G"	"male"	"25-29"	"Jewish"	"Student"	5	19
302	302	"<S1B-006#1:H>"	"S1B006"	"1"	"H"	"female"	"45-49"	"Irish"	"Programme Assistant"	11	41
303	303	"<S1B-006#1:P>"	"S1B006"	"1"	"P"	"male"	"20-24"	"Pakeha"	"Student"	6	38
304	304	"<S1B-006#1:Q>"	"S1B006"	"1"	"Q"	"female"	"20-24"	"Pakeha"	"Retail/Student"	11	106
305	305	"<S1B-006#1:R>"	"S1B006"	"1"	"R"	"female"	"20-24"	"Pakeha"	"Student"	4	17
306	306	"<S1B-006#1:S>"	"S1B006"	"1"	"S"	"female"	"25-29"	"Pakeha/Danish"	"Steward/Student"	24	403
307	307	"<S1B-006#1:T>"	"S1B006"	"1"	"T"	"female"	"45-49"	"Pakeha"	"Lecturer"	70	746
308	308	"<S1B-006#1:X>"	"S1B006"	"1"	"X"	"female"	NA	NA	NA	1	0
309	309	"<S1B-006#1:Y>"	"S1B006"	"1"	"Y"	"female"	NA	NA	NA	9	5
310	310	"<S1B-007#1:?>"	"S1B007"	"1"	"?"	NA	NA	NA	NA	134	141
311	311	"<S1B-007#1:B>"	"S1B007"	"1"	"B"	"female"	"20-24"	"Pakeha"	"Shop Assistant/Student"	41	456
312	312	"<S1B-007#1:C>"	"S1B007"	"1"	"C"	"male"	"20-24"	"Greek"	"Network Administrator/Student"	3	10
313	313	"<S1B-007#1:D>"	"S1B007"	"1"	"D"	"female"	"20-24"	"Pakeha"	"P/T Telemarketing Trainer/Student"	25	385
314	314	"<S1B-007#1:E>"	"S1B007"	"1"	"E"	"male"	"20-24"	"Pakeha"	"Student"	2	73
315	315	"<S1B-007#1:F>"	"S1B007"	"1"	"F"	"female"	"20-24"	"Pakeha"	"Shop Assistant/Student"	8	90
316	316	"<S1B-007#1:G>"	"S1B007"	"1"	"G"	"male"	"20-24"	"Pakeha"	"Research Officer/Chauffeur/Student"	15	196
317	317	"<S1B-007#1:T>"	"S1B007"	"1"	"T"	"female"	"45-49"	"Pakeha"	"Lecturer"	88	936
318	318	"<S1B-007#1:W>"	"S1B007"	"1"	"W"	"female"	NA	NA	NA	29	20
319	319	"<S1B-007#1:X>"	"S1B007"	"1"	"X"	"female"	NA	NA	NA	19	0
320	320	"<S1B-007#1:Y>"	"S1B007"	"1"	"Y"	"female"	NA	NA	NA	20	66
321	321	"<S1B-008#1:?>"	"S1B008"	"1"	"?"	NA	NA	NA	NA	4	2
322	322	"<S1B-008#1:P>"	"S1B008"	"1"	"P"	"female"	"40-44"	"Pakeha"	"Student"	11	37
323	323	"<S1B-008#1:Q>"	"S1B008"	"1"	"Q"	"male"	"65-69"	"Pakeha"	"Student"	68	389
324	324	"<S1B-008#1:S>"	"S1B008"	"1"	"S"	"male"	"16-19"	"Pakeha"	"Student"	10	70
325	325	"<S1B-008#1:T>"	"S1B008"	"1"	"T"	"female"	"20-24"	"Pakeha"	"P/T Tutor/Retail Assistant"	175	1319
326	326	"<S1B-008#1:U>"	"S1B008"	"1"	"U"	"male"	"16-19"	"Pakeha"	"Student"	3	25
327	327	"<S1B-008#1:V>"	"S1B008"	"1"	"V"	"female"	"16-19"	"Pakeha"	"Fast Food Restaurant/Student"	2	5
328	328	"<S1B-008#1:X>"	"S1B008"	"1"	"X"	"female"	NA	NA	NA	20	12
329	329	"<S1B-009#1:?>"	"S1B009"	"1"	"?"	NA	NA	NA	NA	1	1
330	330	"<S1B-009#1:A>"	"S1B009"	"1"	"A"	"male"	"35-39"	"Pakeha"	"Researcher/Student"	7	36
331	331	"<S1B-009#1:B>"	"S1B009"	"1"	"B"	"male"	"16-19"	"Pakeha"	"Factory Labourer/Student"	4	31
332	332	"<S1B-009#1:H>"	"S1B009"	"1"	"H"	"female"	"20-24"	"Pakeha"	"Student"	18	106
333	333	"<S1B-009#1:I>"	"S1B009"	"1"	"I"	"female"	"20-24"	"Pakeha"	"P/T Receptionist/Student"	4	14
334	334	"<S1B-009#1:K>"	"S1B009"	"1"	"K"	"female"	"20-24"	"Pakeha"	"Office & Supermarket Worker/Student"	1	1
335	335	"<S1B-009#1:T>"	"S1B009"	"1"	"T"	"male"	"25-29"	"Pakeha"	"Tutor"	100	1677
336	336	"<S1B-009#1:X>"	"S1B009"	"1"	"X"	"female"	NA	NA	NA	1	0
337	337	"<S1B-009#1:Y>"	"S1B009"	"1"	"Y"	"female"	NA	NA	NA	2	0
338	338	"<S1B-010#1:?>"	"S1B010"	"1"	"?"	NA	NA	NA	NA	10	7
339	339	"<S1B-010#1:A>"	"S1B010"	"1"	"A"	"male"	"20-24"	"Maori/Negro/Pakeha"	"Student"	78	327
340	340	"<S1B-010#1:F>"	"S1B010"	"1"	"F"	"female"	"25-29"	"Pakeha"	"Student"	3	23
341	341	"<S1B-010#1:H>"	"S1B010"	"1"	"H"	"female"	"16-19"	"Cook Island/Pakeha"	"Student"	31	167
342	342	"<S1B-010#1:J>"	"S1B010"	"1"	"J"	"male"	"20-24"	"Maori"	"Student"	25	103
343	343	"<S1B-010#1:K>"	"S1B010"	"1"	"K"	"female"	"20-24"	"Maori"	"Student"	33	86
344	344	"<S1B-010#1:M>"	"S1B010"	"1"	"M"	"male"	"35-39"	"Maori"	"Student"	21	57
345	345	"<S1B-010#1:P>"	"S1B010"	"1"	"P"	"female"	"20-24"	"Maori"	"Student"	3	7
346	346	"<S1B-010#1:R>"	"S1B010"	"1"	"R"	"male"	"25-29"	"Maori"	"Student"	11	42
347	347	"<S1B-010#1:T>"	"S1B010"	"1"	"T"	"female"	"25-29"	"Maori/French"	"Student/Tutor"	91	862
348	348	"<S1B-010#1:W>"	"S1B010"	"1"	"W"	"male"	"50-54"	"Maori"	",Tutor P/T/Student"	7	19
349	349	"<S1B-011#1:?>"	"S1B011"	"1"	"?"	NA	NA	NA	NA	4	4
350	350	"<S1B-011#1:A>"	"S1B011"	"1"	"A"	"female"	"25-29"	"Pakeha"	"Registered Nurse/Student"	31	105
351	351	"<S1B-011#1:B>"	"S1B011"	"1"	"B"	"male"	"20-24"	"Pakeha"	"Student"	6	38
352	352	"<S1B-011#1:C>"	"S1B011"	"1"	"C"	"male"	"20-24"	"Pakeha"	"Student"	54	387
353	353	"<S1B-011#1:D>"	"S1B011"	"1"	"D"	"female"	"20-24"	"Pakeha"	"Student"	2	0
354	354	"<S1B-011#1:E>"	"S1B011"	"1"	"E"	"female"	"20-24"	"Pakeha"	"Shop Assistant/Student"	14	21
355	355	"<S1B-011#1:T>"	"S1B011"	"1"	"T"	"male"	"60-64"	"Pakeha"	"Priest"	178	2076
356	356	"<S1B-011#1:X>"	"S1B011"	"1"	"X"	"male"	NA	NA	NA	27	4
357	357	"<S1B-011#1:Y>"	"S1B011"	"1"	"Y"	"male"	NA	NA	NA	13	4
358	358	"<S1B-012#1:?>"	"S1B012"	"1"	"?"	NA	NA	NA	NA	37	61
359	359	"<S1B-012#1:E>"	"S1B012"	"1"	"E"	"male"	"16-19"	"Pakeha"	"Student"	28	219
360	360	"<S1B-012#1:F>"	"S1B012"	"1"	"F"	"female"	"16-19"	"Pakeha"	"Student"	25	224
361	361	"<S1B-012#1:G>"	"S1B012"	"1"	"G"	"male"	"20-24"	"Pakeha"	"Pizza Delivery/Timberhand/Student"	2	10
362	362	"<S1B-012#1:H>"	"S1B012"	"1"	"H"	"male"	"16-19"	"Chinese"	"Student"	2	7
363	363	"<S1B-012#1:I>"	"S1B012"	"1"	"I"	"female"	"20-24"	"Pakeha"	"Student"	1	8
364	364	"<S1B-012#1:J>"	"S1B012"	"1"	"J"	"female"	"16-19"	"Pakeha"	"Student"	16	135
365	365	"<S1B-012#1:K>"	"S1B012"	"1"	"K"	"male"	"16-19"	"Pakeha"	"Student"	42	266
366	366	"<S1B-012#1:L>"	"S1B012"	"1"	"L"	"male"	"20-24"	"Pakeha"	"Student"	26	241
367	367	"<S1B-012#1:T>"	"S1B012"	"1"	"T"	"male"	"20-24"	"Pakeha"	"Faculty"	139	1260
368	368	"<S1B-012#1:W>"	"S1B012"	"1"	"W"	"female"	NA	NA	NA	20	9
369	369	"<S1B-012#1:X>"	"S1B012"	"1"	"X"	"male"	NA	NA	NA	10	0
370	370	"<S1B-012#1:Y>"	"S1B012"	"1"	"Y"	"male"	NA	NA	NA	13	6
371	371	"<S1B-013#1:?>"	"S1B013"	"1"	"?"	NA	NA	NA	NA	2	2
372	372	"<S1B-013#1:A>"	"S1B013"	"1"	"A"	"male"	"35-39"	"Pakeha"	"Researcher/Student"	1	1
373	373	"<S1B-013#1:B>"	"S1B013"	"1"	"B"	"male"	"16-19"	"Pakeha"	"Factory Labourer/Student"	55	1848
374	374	"<S1B-013#1:H>"	"S1B013"	"1"	"H"	"female"	"20-24"	"Pakeha"	"Student"	2	4
375	375	"<S1B-013#1:T>"	"S1B013"	"1"	"T"	"male"	"25-29"	"Pakeha"	"Tutor"	6	33
376	376	"<S1B-014#1:D>"	"S1B014"	"1"	"D"	"male"	"16-19"	"Pakeha"	"Shop Assistant/Student"	8	55
377	377	"<S1B-014#1:F>"	"S1B014"	"1"	"F"	"male"	"16-19"	"Pakeha"	"Student"	1	5
378	378	"<S1B-014#1:K>"	"S1B014"	"1"	"K"	"male"	"16-19"	"Pakeha"	"Produce Assistant/Student"	1	14
379	379	"<S1B-014#1:P>"	"S1B014"	"1"	"P"	"male"	"20-24"	"Pakeha"	"Student"	5	32
380	380	"<S1B-014#1:Q>"	"S1B014"	"1"	"Q"	"male"	"16-19"	"Pakeha"	"Student"	12	61
381	381	"<S1B-014#1:R>"	"S1B014"	"1"	"R"	"male"	"16-19"	"Pakeha"	"Student"	5	22
382	382	"<S1B-014#1:T>"	"S1B014"	"1"	"T"	"male"	"20-24"	"Pakeha"	"Tutor/Fulltime Student"	184	1771
383	383	"<S1B-014#1:W>"	"S1B014"	"1"	"W"	"male"	"20-24"	"Maori/Pakeha"	"Student"	2	4
384	384	"<S1B-014#1:Z>"	"S1B014"	"1"	"Z"	NA	NA	NA	NA	50	97
385	385	"<S1B-015#1:?>"	"S1B015"	"1"	"?"	NA	NA	NA	NA	23	50
386	386	"<S1B-015#1:B>"	"S1B015"	"1"	"B"	"male"	"20-24"	"Pakeha"	"Student"	5	28
387	387	"<S1B-015#1:C>"	"S1B015"	"1"	"C"	"male"	"16-19"	"Pakeha"	"Student"	8	54
388	388	"<S1B-015#1:D>"	"S1B015"	"1"	"D"	"male"	"20-24"	"Pakeha"	"Computer Programmer/Student"	3	18
389	389	"<S1B-015#1:E>"	"S1B015"	"1"	"E"	"male"	"16-19"	"Pakeha"	"Student"	24	115
390	390	"<S1B-015#1:F>"	"S1B015"	"1"	"F"	"male"	"30-34"	"Pakeha"	"Student"	6	27
391	391	"<S1B-015#1:G>"	"S1B015"	"1"	"G"	"male"	"20-24"	"Pakeha"	"Engineer"	1	3
392	392	"<S1B-015#1:R>"	"S1B015"	"1"	"R"	"male"	"16-19"	"Pakeha"	"Student"	10	30
393	393	"<S1B-015#1:T>"	"S1B015"	"1"	"T"	"female"	"20-24"	"Pakeha"	"P/T Tutor"	210	1606
394	394	"<S1B-016#1:?>"	"S1B016"	"1"	"?"	NA	NA	NA	NA	41	66
395	395	"<S1B-016#1:B>"	"S1B016"	"1"	"B"	"female"	"20-24"	"Pakeha"	"Student"	22	243
396	396	"<S1B-016#1:C>"	"S1B016"	"1"	"C"	"female"	"25-29"	"Pakeha"	"Student"	20	191
397	397	"<S1B-016#1:D>"	"S1B016"	"1"	"D"	"female"	"25-29"	"Pakeha"	"Student"	7	83
398	398	"<S1B-016#1:E>"	"S1B016"	"1"	"E"	"female"	"25-29"	"Pakeha"	"Library Assistant"	12	169
399	399	"<S1B-016#1:F>"	"S1B016"	"1"	"F"	"female"	"40-44"	"Pakeha"	"Student"	13	179
400	400	"<S1B-016#1:G>"	"S1B016"	"1"	"G"	"female"	"25-29"	"Pakeha"	"Student"	6	44
401	401	"<S1B-016#1:H>"	"S1B016"	"1"	"H"	"male"	"20-24"	"Pakeha"	"P/T Computer Analyst/Student"	2	49
402	402	"<S1B-016#1:J>"	"S1B016"	"1"	"J"	"female"	"25-29"	"Pakeha"	"Student"	8	76
403	403	"<S1B-016#1:L>"	"S1B016"	"1"	"L"	"male"	"20-24"	"Pakeha"	"Librarian"	8	40
404	404	"<S1B-016#1:T>"	"S1B016"	"1"	"T"	"female"	"45-49"	"Pakeha"	"Lecturer"	108	1125
405	405	"<S1B-017#1:?>"	"S1B017"	"1"	"?"	NA	NA	NA	NA	39	20
406	406	"<S1B-017#1:B>"	"S1B017"	"1"	"B"	"male"	"16-19"	"Maori"	"Freelance Journalist"	9	125
407	407	"<S1B-017#1:C>"	"S1B017"	"1"	"C"	"female"	"35-39"	"Maori"	"Student"	8	45
408	408	"<S1B-017#1:E>"	"S1B017"	"1"	"E"	"female"	"25-29"	"Samoan/Pakeha"	"Student"	1	23
409	409	"<S1B-017#1:G>"	"S1B017"	"1"	"G"	"male"	"20-24"	"Pakeha"	"Musician"	4	17
410	410	"<S1B-017#1:H>"	"S1B017"	"1"	"H"	"female"	"20-24"	"Pakeha"	"Student"	3	28
411	411	"<S1B-017#1:J>"	"S1B017"	"1"	"J"	"male"	"20-24"	"Pakeha"	"Student"	7	91
412	412	"<S1B-017#1:L>"	"S1B017"	"1"	"L"	"female"	"16-19"	"Pakeha"	"Shop Assistant/Student"	5	62
413	413	"<S1B-017#1:M>"	"S1B017"	"1"	"M"	"female"	"16-19"	"Samoan"	"Student"	3	12
414	414	"<S1B-017#1:P>"	"S1B017"	"1"	"P"	"female"	"30-34"	"Maori"	"Student"	31	234
415	415	"<S1B-017#1:T>"	"S1B017"	"1"	"T"	"female"	"35-39"	"Pakeha"	"Assistant Lecturer"	188	1694
416	416	"<S1B-017#1:W>"	"S1B017"	"1"	"W"	"female"	NA	NA	NA	15	4
417	417	"<S1B-017#1:X>"	"S1B017"	"1"	"X"	"male"	NA	NA	NA	9	0
418	418	"<S1B-017#1:Y>"	"S1B017"	"1"	"Y"	"male"	NA	NA	NA	4	0
419	419	"<S1B-018#1:?>"	"S1B018"	"1"	"?"	NA	NA	NA	NA	1	2
420	420	"<S1B-018#1:A>"	"S1B018"	"1"	"A"	"female"	"25-29"	"Pakeha"	"Chef/Student"	16	154
421	421	"<S1B-018#1:B>"	"S1B018"	"1"	"B"	"female"	"20-24"	"Pakeha"	"Machinist in Proof Centre/Student"	9	174
422	422	"<S1B-018#1:H>"	"S1B018"	"1"	"H"	"male"	"20-24"	"Pakeha"	"Student"	22	320
423	423	"<S1B-018#1:J>"	"S1B018"	"1"	"J"	"male"	"16-19"	"Pakeha"	"Barman/Student"	6	157
424	424	"<S1B-018#1:L>"	"S1B018"	"1"	"L"	"female"	"35-39"	"Pakeha"	"ECE Worker/Student"	19	230
425	425	"<S1B-018#1:O>"	"S1B018"	"1"	"O"	"female"	"35-39"	"Pakeha"	"Student"	16	223
426	426	"<S1B-018#1:R>"	"S1B018"	"1"	"R"	"female"	"20-24"	"Pakeha"	"Waitress/Student"	6	145
427	427	"<S1B-018#1:S>"	"S1B018"	"1"	"S"	"male"	"20-24"	"Pakeha"	"Student"	8	133
428	428	"<S1B-018#1:T>"	"S1B018"	"1"	"T"	"male"	"25-29"	"Pakeha"	"Education Researcher"	63	588
429	429	"<S1B-019#1:?>"	"S1B019"	"1"	"?"	NA	NA	NA	NA	10	4
430	430	"<S1B-019#1:B>"	"S1B019"	"1"	"B"	"male"	"20-24"	"Pakeha"	"Bank Officer/Student"	15	51
431	431	"<S1B-019#1:C>"	"S1B019"	"1"	"C"	"female"	"16-19"	"Pakeha"	"Cleaner/Student"	11	89
432	432	"<S1B-019#1:D>"	"S1B019"	"1"	"D"	"female"	"20-24"	"Pakeha"	"Student"	2	7
433	433	"<S1B-019#1:E>"	"S1B019"	"1"	"E"	"female"	"30-34"	"NZ Greek"	"IHC Drama Teacher"	10	54
434	434	"<S1B-019#1:F>"	"S1B019"	"1"	"F"	NA	NA	NA	NA	5	4
435	435	"<S1B-019#1:G>"	"S1B019"	"1"	"G"	"male"	"20-24"	"Pakeha"	"Student"	15	76
436	436	"<S1B-019#1:T>"	"S1B019"	"1"	"T"	"male"	"35-39"	"Pakeha"	"Lecturer"	211	1574
437	437	"<S1B-019#1:X>"	"S1B019"	"1"	"X"	"female"	NA	NA	NA	2	0
438	438	"<S1B-019#1:Y>"	"S1B019"	"1"	"Y"	"female"	NA	NA	NA	11	4
439	439	"<S1B-020#1:?>"	"S1B020"	"1"	"?"	NA	NA	NA	NA	6	1
440	440	"<S1B-020#1:A>"	"S1B020"	"1"	"A"	"male"	"20-24"	"Pakeha"	"Political Researcher"	25	353
441	441	"<S1B-020#1:G>"	"S1B020"	"1"	"G"	"male"	"25-29"	"Jewish"	"Student"	5	62
442	442	"<S1B-020#1:H>"	"S1B020"	"1"	"H"	"female"	"45-49"	"Irish"	"Programme Assistant"	64	1394
443	443	"<S1B-020#1:Q>"	"S1B020"	"1"	"Q"	NA	NA	NA	NA	4	52
444	444	"<S1B-020#1:R>"	"S1B020"	"1"	"R"	"female"	"20-24"	"Pakeha"	"Student"	2	35
445	445	"<S1B-020#1:S>"	"S1B020"	"1"	"S"	"female"	"25-29"	"Pakeha/Danish"	"Steward/Student"	7	184
446	446	"<S1B-020#1:T>"	"S1B020"	"1"	"T"	"female"	"45-49"	"Pakeha"	"Lecturer"	41	246
447	447	"<S1B-020#1:X>"	"S1B020"	"1"	"X"	"female"	NA	NA	NA	1	0
448	448	"<S1B-021#1:A>"	"S1B021"	"1"	"A"	"male"	"40-44"	"Pakeha"	"Self-Employed Consultant"	26	433
449	449	"<S1B-021#1:J>"	"S1B021"	"1"	"J"	"male"	"40-44"	"Pakeha"	"Teacher"	49	658
450	450	"<S1B-021#1:N>"	"S1B021"	"1"	"N"	"male"	"35-39"	"Pakeha"	"Broadcaster"	16	183
451	451	"<S1B-021#1:R>"	"S1B021"	"1"	"R"	"male"	"70-74"	"Pakeha"	"Member of Parliament"	40	654
452	452	"<S1B-021#1:X>"	"S1B021"	"1"	"X"	"male"	NA	NA	NA	10	28
453	453	"<S1B-022#1:G>"	"S1B022"	"1"	"G"	"male"	"40-44"	"Pakeha"	"Economist"	59	826
