"id"	"file.speaker.id"	"text.id"	"subfile.id"	"spk.ref"	"age"	"sex"	"education"	"education-level"	"id.orig"	"text.cat"	"no.interlocs"	"communicative.role"	"surname"	"first.name"	"nationality"	"first.language"	"occupation"	"organising.body"	"date"	"time"	"place"	"address"	"audience"	"channel"	"main.title"	"source.title"	"speech.unit.count"	"word.count"
"278"	"<ICE-JAM:$E>"	"S1B-001"	"1"	"E"	"26-45"	"female"	NA	"secondary education"	"1006"	"spoken-dialogue-public-class lessons"	"8"	NA	"@halford@"	"@gabrielle@"	"jamaican"	NA	"assistant"	NA	"2000-2004"	"2-3 pm"	"kingston, jamaica"	"department of language, linguistics and philosophy, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"16"	"303"
"279"	"<ICE-JAM:$F>"	"S1B-001"	"1"	"F"	"46+"	"male"	NA	"secondary education"	"1007"	"spoken-dialogue-public-class lessons"	"8"	NA	"@hucknal@"	"@leroy@"	"jamaican"	NA	"teacher"	NA	"2000-2004"	"2-3 pm"	"kingston, jamaica"	"department of language, linguistics and philosophy, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"9"	"36"
"280"	"<ICE-JAM:$G>"	"S1B-001"	"1"	"G"	"18-25"	"female"	NA	"secondary education"	"1008"	"spoken-dialogue-public-class lessons"	"8"	NA	"@halford@"	"@mary-ann@"	"jamaican"	NA	"teacher"	NA	"2000-2004"	"2-3 pm"	"kingston, jamaica"	"department of language, linguistics and philosophy, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"32"	"650"
"281"	"<ICE-JAM:$Z>"	"S1B-001"	"1"	"Z"	NA	"female"	NA	NA	"1001"	"spoken-dialogue-public-class lessons"	"8"	"extra-corpus speaker"	"kouwenberg"	"silvia"	"jamaican"	NA	"teacher"	NA	"2000-2004"	"2-3 pm"	"kingston, jamaica"	"department of language, linguistics and philosophy, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"144"	"0"
"282"	"<ICE-JAM:$A>"	"S1B-002"	"1"	"A"	"18-25"	"female"	NA	"secondary education"	"1104"	"spoken-dialogue-public-class lessons"	"9"	NA	"anonymous"	"anonymous"	"jamaican"	"jamaican creole"	"student"	NA	"2000-2004"	"12:00 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"130"	"1908"
"283"	"<ICE-JAM:$B>"	"S1B-002"	"1"	"B"	NA	"female"	NA	NA	"1105"	"spoken-dialogue-public-class lessons"	"9"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"12:00 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"7"	"18"
"284"	"<ICE-JAM:$C>"	"S1B-002"	"1"	"C"	NA	"female"	NA	NA	"1106"	"spoken-dialogue-public-class lessons"	"9"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"12:00 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"8"	"26"
"285"	"<ICE-JAM:$D>"	"S1B-002"	"1"	"D"	NA	"female"	NA	NA	"1107"	"spoken-dialogue-public-class lessons"	"9"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"12:00 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"1"	"2"
"286"	"<ICE-JAM:$E>"	"S1B-002"	"1"	"E"	NA	"male"	NA	NA	"1108"	"spoken-dialogue-public-class lessons"	"9"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"12:00 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"1"	"3"
"287"	"<ICE-JAM:$F>"	"S1B-002"	"1"	"F"	NA	"male"	NA	NA	"1109"	"spoken-dialogue-public-class lessons"	"9"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"12:00 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"3"	"61"
"288"	"<ICE-JAM:$G>"	"S1B-002"	"1"	"G"	NA	"female"	NA	NA	"1110"	"spoken-dialogue-public-class lessons"	"9"	NA	"gayle"	NA	"jamaican"	NA	NA	NA	"2000-2004"	"12:00 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"11"	"191"
"289"	"<ICE-JAM:$H>"	"S1B-002"	"1"	"H"	NA	"male"	NA	NA	"1111"	"spoken-dialogue-public-class lessons"	"9"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"12:00 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"3"	"48"
"290"	"<ICE-JAM:$Z>"	"S1B-002"	"1"	"Z"	NA	"male"	NA	NA	"1103"	"spoken-dialogue-public-class lessons"	"9"	"extra-corpus speaker"	"mnere"	"pascal"	"jamaican"	NA	"tutor"	NA	"2000-2004"	"12:00 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"83"	"9"
"291"	"<ICE-JAM:$A>"	"S1B-003"	"1"	"A"	"46+"	"male"	"phd"	"university education"	"1009"	"spoken-dialogue-public-class lessons"	"5"	NA	"willis"	"harvey george"	"jamaican"	"english"	"tutor"	NA	"2000-2004"	"1:00 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"113"	"1056"
"292"	"<ICE-JAM:$B>"	"S1B-003"	"1"	"B"	NA	"female"	NA	NA	"1010"	"spoken-dialogue-public-class lessons"	"5"	NA	NA	NA	"jamaican"	NA	"student"	NA	"2000-2004"	"1:00 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"1"	"3"
"293"	"<ICE-JAM:$C>"	"S1B-003"	"1"	"C"	NA	"female"	NA	NA	"1011"	"spoken-dialogue-public-class lessons"	"5"	NA	NA	NA	"jamaican"	NA	"student"	NA	"2000-2004"	"1:00 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"61"	"623"
"294"	"<ICE-JAM:$D>"	"S1B-003"	"1"	"D"	NA	"female"	NA	NA	"1012"	"spoken-dialogue-public-class lessons"	"5"	NA	NA	NA	"jamaican"	NA	"student"	NA	"2000-2004"	"1:00 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"31"	"383"
"295"	"<ICE-JAM:$E>"	"S1B-003"	"1"	"E"	NA	"female"	NA	NA	"1013"	"spoken-dialogue-public-class lessons"	"5"	NA	NA	NA	"jamaican"	NA	"student"	NA	"2000-2004"	"1:00 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"6"	"55"
"296"	"<ICE-JAM:$A>"	"S1B-004"	"1"	"A"	"46+"	"male"	NA	"secondary education"	"1014"	"spoken-dialogue-public-class lessons"	"6"	NA	"beckett"	"erwin"	"jamaican"	"jamaican english"	"swim coach/life guard instructor"	NA	"2000-2004"	"1-2 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"176"	"1958"
"297"	"<ICE-JAM:$B>"	"S1B-004"	"1"	"B"	"26-45"	"female"	"bachelor's degree"	"university education"	"1015"	"spoken-dialogue-public-class lessons"	"6"	NA	"thomas"	"joan"	"jamaican"	" jamaican english/jamaican creole"	"student and research assistant"	NA	"2000-2004"	"1-2 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"6"	"25"
"298"	"<ICE-JAM:$C>"	"S1B-004"	"1"	"C"	"18-25"	"female"	NA	"secondary education"	"1016"	"spoken-dialogue-public-class lessons"	"6"	NA	"waugh"	"tracey"	"jamaican"	"patois"	"student"	NA	"2000-2004"	"1-2 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"1"	"2"
"299"	"<ICE-JAM:$D>"	"S1B-004"	"1"	"D"	NA	"female"	NA	NA	"1017"	"spoken-dialogue-public-class lessons"	"6"	NA	NA	"shareen"	"jamaican"	NA	NA	NA	"2000-2004"	"1-2 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"5"	"32"
"300"	"<ICE-JAM:$Z>"	"S1B-004"	"1"	"Z"	"26-45"	"male"	"master's degree"	"university education"	"1019"	"spoken-dialogue-public-class lessons"	"6"	"extra-corpus speaker"	"hinrichs"	"lars"	"german"	"german"	"interviewer"	NA	"2000-2004"	"1-2 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"23"	"2"
"301"	"<ICE-JAM:$A>"	"S1B-005"	"1"	"A"	NA	"female"	NA	NA	"1020"	"spoken-dialogue-public-class lessons"	"4"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"2 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"83"	"1228"
"302"	"<ICE-JAM:$B>"	"S1B-005"	"1"	"B"	NA	"male"	NA	NA	"1021"	"spoken-dialogue-public-class lessons"	"4"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"2 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"53"	"236"
"303"	"<ICE-JAM:$C>"	"S1B-005"	"2"	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"37"	"541"
"304"	"<ICE-JAM:$D>"	"S1B-005"	"2"	"D"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"18"	"63"
"305"	"<ICE-JAM:$A>"	"S1B-006"	"1"	"A"	"46+"	"female"	"phd"	"university education"	"1024"	"spoken-dialogue-public-class lessons"	"5"	NA	"anonymous"	"anonymous"	"jamaican"	"english"	"university lecturer"	NA	"2000-2004"	"3 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"43"	"572"
"306"	"<ICE-JAM:$B>"	"S1B-006"	"1"	"B"	"26-45"	"female"	NA	"secondary education"	"1025"	"spoken-dialogue-public-class lessons"	"5"	NA	"anonymous"	"anonymous"	"jamaican"	"jamaican creole"	"teacher"	NA	"2000-2004"	"3 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"82"	"1171"
"307"	"<ICE-JAM:$C>"	"S1B-006"	"1"	"C"	"18-25"	"female"	NA	"secondary education"	"1026"	"spoken-dialogue-public-class lessons"	"5"	NA	"anonymous"	"anonymous"	"jamaican"	"english"	"student"	NA	"2000-2004"	"3 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"46"	"186"
"308"	"<ICE-JAM:$D>"	"S1B-006"	"1"	"D"	"46+"	"female"	NA	"secondary education"	"1027"	"spoken-dialogue-public-class lessons"	"5"	NA	"anonymous"	"anonymous"	"jamaican"	"english"	"student"	NA	"2000-2004"	"3 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"13"	"129"
"309"	"<ICE-JAM:$E>"	"S1B-006"	"1"	"E"	NA	"female"	NA	NA	"1028"	"spoken-dialogue-public-class lessons"	"5"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"3 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"4"	"41"
"310"	"<ICE-JAM:$A>"	"S1B-007"	"1"	"A"	NA	"male"	"phd"	"university education"	"1029"	"spoken-dialogue-public-class lessons"	"5"	NA	"nicholson"	"lawrence"	"jamaican"	"english/patois"	"lecturer"	NA	"2000-2004"	"5:40 pm"	"kingston, jamaica"	"department of management studies, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"173"	"1813"
"311"	"<ICE-JAM:$B>"	"S1B-007"	"1"	"B"	NA	"male"	NA	NA	"1030"	"spoken-dialogue-public-class lessons"	"5"	NA	NA	NA	"jamaican"	NA	"student"	NA	"2000-2004"	"5:40 pm"	"kingston, jamaica"	"department of management studies, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"20"	"51"
"312"	"<ICE-JAM:$C>"	"S1B-007"	"1"	"C"	NA	"male"	NA	NA	"1031"	"spoken-dialogue-public-class lessons"	"5"	NA	NA	NA	"jamaican"	NA	"student"	NA	"2000-2004"	"5:40 pm"	"kingston, jamaica"	"department of management studies, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"10"	"109"
"313"	"<ICE-JAM:$D>"	"S1B-007"	"1"	"D"	NA	"female"	NA	NA	"1032"	"spoken-dialogue-public-class lessons"	"5"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"5:40 pm"	"kingston, jamaica"	"department of management studies, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"26"	"71"
"314"	"<ICE-JAM:$E>"	"S1B-007"	"1"	"E"	NA	"female"	NA	NA	"1033"	"spoken-dialogue-public-class lessons"	"5"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"5:40 pm"	"kingston, jamaica"	"department of management studies, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"1"	"1"
"315"	"<ICE-JAM:$students>"	"S1B-007"	"1"	"students"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"19"	"51"
"316"	"<ICE-JAM:$?>"	"S1B-008"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"1"
"317"	"<ICE-JAM:$A>"	"S1B-008"	"1"	"A"	"26-45"	"female"	"master's degree"	"university education"	"1034"	"spoken-dialogue-public-class lessons"	"9"	NA	"stone"	"alison"	"jamaican"	"english"	"full-time lecturer"	NA	"2000-2004"	"12:15"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"5"	"77"
"318"	"<ICE-JAM:$B>"	"S1B-008"	"1"	"B"	"26-45"	"female"	"master's degree"	"university education"	"1035"	"spoken-dialogue-public-class lessons"	"9"	NA	"haughton"	"suzette"	"jamaican"	"english"	"tutor"	NA	"2000-2004"	"12:15"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"95"	"1905"
"319"	"<ICE-JAM:$C>"	"S1B-008"	"1"	"C"	NA	"female"	NA	NA	"1036"	"spoken-dialogue-public-class lessons"	"9"	NA	NA	NA	"jamaican"	NA	"student"	NA	"2000-2004"	"12:15"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"1"	"2"
"320"	"<ICE-JAM:$D>"	"S1B-008"	"1"	"D"	NA	"male"	NA	NA	"1037"	"spoken-dialogue-public-class lessons"	"9"	NA	NA	NA	"jamaican"	NA	"student"	NA	"2000-2004"	"12:15"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"5"	"18"
"321"	"<ICE-JAM:$E>"	"S1B-008"	"1"	"E"	NA	"female"	NA	NA	"1038"	"spoken-dialogue-public-class lessons"	"9"	NA	NA	NA	"jamaican"	NA	"student"	NA	"2000-2004"	"12:15"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"1"	"4"
"322"	"<ICE-JAM:$F>"	"S1B-008"	"1"	"F"	NA	"female"	NA	NA	"1039"	"spoken-dialogue-public-class lessons"	"9"	NA	NA	NA	"jamaican"	NA	"student"	NA	"2000-2004"	"12:15"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"1"	"1"
"323"	"<ICE-JAM:$G>"	"S1B-008"	"1"	"G"	NA	"female"	NA	NA	"1040"	"spoken-dialogue-public-class lessons"	"9"	NA	NA	NA	"jamaican"	NA	"student"	NA	"2000-2004"	"12:15"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"6"	"18"
"324"	"<ICE-JAM:$H>"	"S1B-008"	"1"	"H"	NA	"female"	NA	NA	"1041"	"spoken-dialogue-public-class lessons"	"9"	NA	NA	NA	"jamaican"	NA	"student"	NA	"2000-2004"	"12:15"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"4"	"7"
"325"	"<ICE-JAM:$K>"	"S1B-008"	"1"	"K"	NA	"female"	NA	NA	"1042"	"spoken-dialogue-public-class lessons"	"9"	NA	NA	NA	"jamaican"	NA	"student"	NA	"2000-2004"	"12:15"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"3"	"15"
"326"	"<ICE-JAM:$students>"	"S1B-008"	"1"	"students"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"2"	"2"
"327"	"<ICE-JAM:$A>"	"S1B-009"	"1"	"A"	"26-45"	"male"	"phd"	"university education"	"1043"	"spoken-dialogue-public-class lessons"	"7"	NA	"coore"	"daniel"	"jamaican"	NA	"lecturer (physics)"	NA	"2000-2004"	"11:20"	"kingston, jamaica"	"faculty of natural sciences, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"165"	"2158"
"328"	"<ICE-JAM:$B>"	"S1B-009"	"1"	"B"	NA	"male"	NA	NA	"1044"	"spoken-dialogue-public-class lessons"	"7"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"11:20"	"kingston, jamaica"	"faculty of natural sciences, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"1"	"1"
"329"	"<ICE-JAM:$C>"	"S1B-009"	"1"	"C"	NA	"female"	NA	NA	"1045"	"spoken-dialogue-public-class lessons"	"7"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"11:20"	"kingston, jamaica"	"faculty of natural sciences, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"2"	"2"
"330"	"<ICE-JAM:$D>"	"S1B-009"	"1"	"D"	NA	"male"	NA	NA	"1046"	"spoken-dialogue-public-class lessons"	"7"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"11:20"	"kingston, jamaica"	"faculty of natural sciences, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"5"	"20"
"331"	"<ICE-JAM:$E>"	"S1B-009"	"1"	"E"	NA	NA	NA	NA	"1047"	"spoken-dialogue-public-class lessons"	"7"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"11:20"	"kingston, jamaica"	"faculty of natural sciences, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"1"	"1"
"332"	"<ICE-JAM:$F>"	"S1B-009"	"1"	"F"	NA	"male"	NA	NA	"1048"	"spoken-dialogue-public-class lessons"	"7"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"11:20"	"kingston, jamaica"	"faculty of natural sciences, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"3"	"3"
"333"	"<ICE-JAM:$G>"	"S1B-009"	"1"	"G"	NA	"male"	NA	NA	"1049"	"spoken-dialogue-public-class lessons"	"7"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"11:20"	"kingston, jamaica"	"faculty of natural sciences, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"5"	"19"
"334"	"<ICE-JAM:$?>"	"S1B-010"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"18"	"19"
"335"	"<ICE-JAM:$?male>"	"S1B-010"	"1"	"?male"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1"	"3"
"336"	"<ICE-JAM:$A>"	"S1B-010"	"1"	"A"	"18-25"	"male"	"bachelor's degree"	"university education"	"1050"	"spoken-dialogue-public-class lessons"	"6"	NA	"gibbs"	"lance"	"jamaican"	NA	"student/tutor"	NA	"2000-2004"	"6:15 pm"	"kingston, jamaica"	"social sciences complex, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"159"	"1654"
"337"	"<ICE-JAM:$B>"	"S1B-010"	"1"	"B"	"18-25"	"female"	NA	"secondary education"	"1051"	"spoken-dialogue-public-class lessons"	"6"	NA	"wangh"	"tracey"	"jamaican"	NA	"student"	"uwi, mona"	"2000-2004"	"6:15 pm"	"kingston, jamaica"	"social sciences complex, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"30"	"186"
"338"	"<ICE-JAM:$C>"	"S1B-010"	"1"	"C"	"26-45"	"male"	NA	"secondary education"	"1052"	"spoken-dialogue-public-class lessons"	"6"	NA	"mcfarlane"	"robert"	"jamaican"	NA	"customer service rep."	NA	"2000-2004"	"6:15 pm"	"kingston, jamaica"	"social sciences complex, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"13"	"22"
"339"	"<ICE-JAM:$D>"	"S1B-010"	"1"	"D"	"26-45"	"female"	NA	NA	"1053"	"spoken-dialogue-public-class lessons"	"6"	NA	"golding"	"susan"	"jamaican"	NA	"banker"	NA	"2000-2004"	"6:15 pm"	"kingston, jamaica"	"social sciences complex, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"25"	"268"
"340"	"<ICE-JAM:$E>"	"S1B-010"	"1"	"E"	"18-25"	"female"	NA	"secondary education"	"1054"	"spoken-dialogue-public-class lessons"	"6"	NA	"johnson"	"melissa"	"jamaican"	NA	"banker"	NA	"2000-2004"	"6:15 pm"	"kingston, jamaica"	"social sciences complex, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"21"	"85"
"341"	"<ICE-JAM:$F>"	"S1B-010"	"1"	"F"	NA	"female"	NA	NA	"1055"	"spoken-dialogue-public-class lessons"	"6"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"6:15 pm"	"kingston, jamaica"	"social sciences complex, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"4"	"16"
"342"	"<ICE-JAM:$students>"	"S1B-010"	"1"	"students"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3"	"1"
"343"	"<ICE-JAM:$A>"	"S1B-011"	"1"	"A"	NA	"male"	NA	NA	"1057"	"spoken-dialogue-public-class lessons"	"8"	NA	"@hucknal@"	"@leroy@"	"jamaican"	"jamaican creole/english"	"student"	NA	"2000-2004"	"2-3 pm"	"kingston, jamaica"	"department of language, linguistics and philosophy, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"19"	"100"
"344"	"<ICE-JAM:$B>"	"S1B-011"	"1"	"B"	NA	"female"	NA	NA	"1058"	"spoken-dialogue-public-class lessons"	"8"	NA	"@halford@"	"<@>gabrielle<@>"	"jamaican"	"jamaican creole"	"student"	NA	"2000-2004"	"2-3 pm"	"kingston, jamaica"	"department of language, linguistics and philosophy, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"9"	"175"
"345"	"<ICE-JAM:$C>"	"S1B-011"	"1"	"C"	NA	"female"	NA	NA	"1059"	"spoken-dialogue-public-class lessons"	"8"	NA	"@jerry@"	"@sandra@"	"jamaican"	NA	"student"	NA	"2000-2004"	"2-3 pm"	"kingston, jamaica"	"department of language, linguistics and philosophy, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"32"	"271"
"346"	"<ICE-JAM:$D>"	"S1B-011"	"1"	"D"	NA	"male"	NA	NA	"1060"	"spoken-dialogue-public-class lessons"	"8"	NA	"@eastwood@"	"@clint@"	"jamaican"	"jamaican creole"	"student"	NA	"2000-2004"	"2-3 pm"	"kingston, jamaica"	"department of language, linguistics and philosophy, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"61"	"904"
"347"	"<ICE-JAM:$E>"	"S1B-011"	"1"	"E"	NA	"female"	NA	NA	"1061"	"spoken-dialogue-public-class lessons"	"8"	NA	"@smiths@"	"@hila@"	"jamaican"	NA	"student"	NA	"2000-2004"	"2-3 pm"	"kingston, jamaica"	"department of language, linguistics and philosophy, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"19"	"128"
"348"	"<ICE-JAM:$F>"	"S1B-011"	"1"	"F"	NA	"female"	NA	NA	"1062"	"spoken-dialogue-public-class lessons"	"8"	NA	NA	NA	"jamaican"	NA	"student"	NA	"2000-2004"	"2-3 pm"	"kingston, jamaica"	"department of language, linguistics and philosophy, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"1"	"2"
"349"	"<ICE-JAM:$G>"	"S1B-011"	"1"	"G"	NA	"female"	NA	NA	"1063"	"spoken-dialogue-public-class lessons"	"8"	NA	NA	NA	"jamaican"	NA	"student"	NA	"2000-2004"	"2-3 pm"	"kingston, jamaica"	"department of language, linguistics and philosophy, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"2"	"18"
"350"	"<ICE-JAM:$Z>"	"S1B-011"	"1"	"Z"	NA	"female"	NA	NA	"1056"	"spoken-dialogue-public-class lessons"	"8"	"extra-corpus speaker"	"kouwenberg"	"silvia"	"jamaican"	NA	"teacher"	NA	"2000-2004"	"2-3 pm"	"kingston, jamaica"	"department of language, linguistics and philosophy, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"132"	"1"
"351"	"<ICE-JAM:$A>"	"S1B-011"	"2"	"A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"109"	"1512"
"352"	"<ICE-JAM:$B>"	"S1B-011"	"2"	"B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3"	"2"
"353"	"<ICE-JAM:$C>"	"S1B-011"	"2"	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"8"	"40"
"354"	"<ICE-JAM:$D>"	"S1B-011"	"2"	"D"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4"	"20"
"355"	"<ICE-JAM:$E>"	"S1B-011"	"2"	"E"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"11"	"52"
"356"	"<ICE-JAM:$F>"	"S1B-011"	"2"	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"8"	"27"
"357"	"<ICE-JAM:$G>"	"S1B-011"	"2"	"G"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1"	"1"
"358"	"<ICE-JAM:$?>"	"S1B-012"	"1"	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1"	"0"
